Date,AAPL,GOOGL,JPM,MSFT,NVDA
2023-05-24,0.001630717242391827,-0.01363701430310948,-0.00919342798321149,-0.004482637464059751,-0.004899786446747691
2023-05-25,0.00666994002104048,0.021115460408647785,0.00243532225713361,0.037736910541923956,0.21808791729021298
2023-05-26,0.014006575093840791,0.009109768632161385,0.009317451900262194,0.021160173210931006,0.025116449155361063
2023-05-30,0.01060310969135959,-0.007572211703438262,0.003789993548563425,-0.005059510102230313,0.029474568490200023
2023-05-31,-0.0002822661222676418,-0.006489838563690941,-0.012812445881960982,-0.008550703030155206,-0.0584427378591719
2023-06-01,0.015895731000284408,0.006894066193128205,0.013685192668299756,0.01267837930954587,0.04990479973327562
2023-06-02,0.0047638741240187766,0.007649256043483766,0.02078831786256656,0.008443618085084283,-0.01120154555336876
2023-06-05,-0.007599871642367909,0.010691160947712212,-0.009872874431753756,0.0016087495002902923,-0.0039745025721779036
2023-06-06,-0.0020625680919677592,0.010263736625500584,0.0017958311323502162,-0.0067502229377907515,-0.013286651886329447
2023-06-07,-0.007786620605956281,-0.03851413224451665,0.0096421737241928,-0.03135444172556651,-0.030872874892197224
2023-06-08,0.01534694245231129,-0.002943031569248197,0.0002838945591720634,0.00579696244848485,0.02724409639370733
2023-06-09,0.002157525656249504,0.0007366017671653468,0.0019877891913609672,0.004692594324678643,0.006728882483657638
2023-06-12,0.015517810430769685,0.011469565767556998,-7.091205888020502e-05,0.01536534126116717,0.018198047534015466
2023-06-13,-0.0026153987507711654,0.0015355686973507093,0.007208057008143542,0.007326117738681783,0.03826368966750648
2023-06-14,0.0034855122435522574,-0.0012929536644424213,-0.00373880424996128,0.009082509083970439,0.04702183562356034
2023-06-15,0.011136480575574285,0.011416840018085562,0.01124461752721846,0.03139820475828535,-0.008032635693742471
2023-06-16,-0.005877166740774875,-0.01254954744221185,0.0011873483367979343,-0.016714604783245074,0.0009137022640166468
2023-06-20,0.0004865204407358279,-0.003487011342915719,-0.00510858079292289,-0.012581343153969065,0.02580514712909648
2023-06-21,-0.005691582448381506,-0.020932314625597026,-0.0014743062522989717,-0.013370911661514313,-0.01757057555441989
2023-06-22,0.016390356510805087,0.021338538541277503,-0.01944029853706631,0.018269542115699824,-0.0004646683998656518
2023-06-23,-0.0017127304865614855,-0.006599193995380047,-0.005243620955504671,-0.013902392401286488,-0.01914783533765229
2023-06-26,-0.007581599141999039,-0.03324219988209342,0.002445671724098778,-0.019348653851758296,-0.03807751572257894
2023-06-27,0.014946548381973809,-8.444242570582307e-05,7.183414766059542e-05,0.018004898664772652,0.030156805764159404
2023-06-28,0.006308026651463431,0.015513254675118578,-0.004392060851839867,0.003818361849137393,-0.018291035354009923
2023-06-29,0.001794857248837069,-0.009027053675332065,0.0343273017303672,-0.0023848136517641617,-0.00720078213530176
2023-06-30,0.022839653613049047,0.005025100913898967,0.013916648235541023,0.016252715850171042,0.03561339361225896
2023-07-03,-0.007814991293429614,0.0016694805565825256,0.008012426413127447,-0.007516192506978937,0.002620439673444278
2023-07-05,-0.0058886672462261785,0.015311603548480759,-0.006683924019207408,0.0004731182963440937,-0.0022658271488746797
2023-07-06,0.0025055021089879005,-0.013561707530629019,-0.009935896984795908,0.00918436762562716,-0.00506980853475502
