Date,AAPL,AMZN,GOOGL,JNJ,JPM,MSFT,NVDA,PG,UNH,V
2026-01-30,258.9988098144531,239.3000030517578,337.7622375488281,226.0482940673828,304.33251953125,429.31011962890625,191.11965942382812,150.63571166992188,284.7165222167969,320.5032653808594
2026-02-02,269.5093078613281,242.9600067138672,343.4482421875,229.52980041503906,306.5710754394531,422.4058837890625,185.59996032714844,152.0450897216797,283.3868713378906,332.4637756347656
2026-02-03,268.98028564453125,238.6199951171875,339.47100830078125,231.86737060546875,313.24688720703125,410.2735595703125,180.33023071289062,154.1591796875,281.98773193359375,327.5740051269531
2026-02-04,275.97723388671875,232.99000549316406,332.80572509765625,233.23011779785156,315.654541015625,413.2467956542969,174.18057250976562,155.6975860595703,273.7914733886719,328.5898132324219
2026-02-05,275.3983459472656,222.69000244140625,331.0169677734375,236.53256225585938,308.5807800292969,392.7735290527344,171.87069702148438,157.42459106445312,266.4783020019531,327.773193359375
2026-02-06,277.6042175292969,210.32000732421875,322.63287353515625,238.72093200683594,320.7584533691406,400.22650146484375,185.39996337890625,157.9803924560547,274.5158386230469,330.21307373046875
2026-02-09,274.3672180175781,208.72000122070312,324.09185791015625,237.37806701660156,320.4599914550781,412.65814208984375,190.0297088623047,156.15415954589844,273.57318115234375,324.2378234863281
2026-02-10,273.4280700683594,206.9600067138672,318.3558654785156,237.08961486816406,316.659423828125,412.328857421875,188.52978515625,157.8910675048828,271.1123046875,327.4910888671875
2026-02-11,275.24639892578125,204.0800018310547,310.7412414550781,239.58633422851562,309.2374267578125,403.4491271972656,190.0397186279297,158.80419921875,276.7583923339844,328.558837890625
2026-02-12,261.4891052246094,199.60000610351562,308.7826232910156,243.25682067871094,301.09906005859375,400.9248962402344,186.9298858642578,160.00515747070312,282.17626953125,323.50933837890625
2026-02-13,255.5445556640625,198.7899932861328,305.50494384765625,242.16262817382812,301.0094909667969,400.4060974121094,182.80010986328125,158.87368774414062,290.92822265625,313.4302062988281
2026-02-17,263.6371154785156,201.14999389648438,301.8075256347656,242.04327392578125,305.5661926269531,395.95623779296875,184.95999145507812,158.35755920410156,286.85986328125,318.8390197753906
2026-02-18,264.106689453125,204.7899932861328,303.1166076660156,243.6945037841797,307.2077941894531,398.69000244140625,187.96981811523438,155.6876678466797,285.97674560546875,319.6373596191406
2026-02-19,260.3401184082031,204.86000061035156,302.636962890625,245.60433959960938,306.48150634765625,398.4599914550781,187.88983154296875,157.3749542236328,287.6933898925781,318.2701721191406
2026-02-20,264.3364562988281,210.11000061035156,314.7584228515625,241.2077178955078,309.20758056640625,397.2300109863281,189.8097381591797,159.578369140625,287.7628479003906,320.2860107421875
2026-02-23,265.9349670410156,205.27000427246094,311.2708740234375,244.5399932861328,296.1543884277344,384.4700012207031,191.53964233398438,163.93556213378906,280.16192626953125,305.8858642578125
2026-02-24,271.8895263671875,208.55999755859375,310.6813049316406,246.27999877929688,295.7862243652344,389.0,192.83956909179688,164.04473876953125,271.836669921875,306.58441162109375
2026-02-25,273.97760009765625,210.63999938964844,312.67987060546875,245.1699981689453,301.75567626953125,400.6000061035156,195.54940795898438,162.16885375976562,282.0075988769531,312.34246826171875
2026-02-26,272.6987609863281,207.9199981689453,307.1637878417969,243.47000122070312,304.5712890625,401.7200012207031,184.87998962402344,162.5261688232422,284.4486083984375,316.0448303222656
2026-02-27,263.93682861328125,210.0,311.54071044921875,248.42999267578125,298.7709655761719,392.739990234375,177.180419921875,165.95037841796875,291.0075988769531,319.4776916503906
